C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_022.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_022.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_022.jpg, 0, 0, 0, 7.821812E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_125.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_125.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_125.jpg, 0, 0, 0, 7.935999E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_229.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_229.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_229.jpg, 0, 0, 0, 7.942718E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_333.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_333.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_333.jpg, 0, 0, 0, 7.860878E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_433.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_433.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_433.jpg, 0, 0, 0, 7.896274E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_536.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_536.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_536.jpg, 0, 0, 0, 7.848744E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_636.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_636.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_636.jpg, 0, 0, 0, 7.962231E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_737.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_737.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_737.jpg, 0, 0, 0, 7.799355E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_840.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_840.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_840.jpg, 0, 0, 0, 7.914504E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_38_941.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_38_941.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_38_941.jpg, 0, 0, 0, 8.171602E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_046.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_046.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_046.jpg, 0, 0, 0, 8.118432E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_150.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_150.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_150.jpg, 0, 0, 0, 7.764067E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_252.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_252.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_252.jpg, 0, 0, 0, 7.788559E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_355.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_355.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_355.jpg, 0, 0, 0, 7.82727E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_457.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_457.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_457.jpg, 0, 0, 0, 8.044967E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_557.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_557.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_557.jpg, 0, 0, 0, 7.91225E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_659.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_659.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_659.jpg, 0, 0, 0, 8.205914E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_760.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_760.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_760.jpg, 0, 0, 0, 7.955107E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_863.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_863.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_863.jpg, 0, 0, 0, 7.82706E-05
C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\center_2021_11_21_17_01_39_967.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\left_2021_11_21_17_01_39_967.jpg, C:\Users\chukw\PycharmProjects\Simulation-of-a-Self-driving-car-\Data\IMG\right_2021_11_21_17_01_39_967.jpg, 0, 0, 0, 7.901304E-05
